# darshan log version: 3.10
# compression method: ZLIB
# exe: /global/cscratch1/sd/asim/ssurf/s16/./iomi3d.Linux.64.CC.ftn.OPTHIGH.MPI.ex.sim.d.col.4 -i inputs.r888.555
# uid: 8850
# jobid: 5792842
# start_time: 1499707955
# start_time_asci: Mon Jul 10 10:32:35 2017
# end_time: 1499707981
# end_time_asci: Mon Jul 10 10:33:01 2017
# nprocs: 128
# run time: 27
# metadata: lib_ver = 3.1.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 360 bytes (uncompressed)
# job data: 498 bytes (compressed)
# record table: 278 bytes (compressed)
# POSIX module: 12674 bytes (compressed), ver=3
# MPI-IO module: 14794 bytes (compressed), ver=2
# LUSTRE module: 22188 bytes (compressed), ver=1
# STDIO module: 9473 bytes (compressed), ver=1
# DXT_POSIX module: 79846 bytes (compressed), ver=1
# DXT_MPIIO module: 12606 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/global	squashfs
# mount entry:	/var/opt/cray/imps-distribution/squash/mounts/p0	squashfs
# mount entry:	/var/opt/cray/imps-distribution/source	autofs
# mount entry:	/opt/modulefiles/cray-python	dvs
# mount entry:	/var/opt/cray/alps/spool	devtmpfs
# mount entry:	/opt/modulefiles/cray-R	dvs
# mount entry:	/sys/kernel/config	configfs
# mount entry:	/var/opt/cray/imps	dvs
# mount entry:	/.rootfs_lower_ro	dvs
# mount entry:	/global/cscratch1	lustre
# mount entry:	/global/projecta	dvs
# mount entry:	/global/projectb	dvs
# mount entry:	/etc/opt/cray/pe	dvs
# mount entry:	/usr/sbin/ibstat	overlayfs
# mount entry:	/new_root/lower	dvs
# mount entry:	/var/spool/cron	overlayfs
# mount entry:	/global/project	dvs
# mount entry:	/sys/fs/pstore	pstore
# mount entry:	/global/syscom	dvs
# mount entry:	/global/common	dvs
# mount entry:	/global/seqfs	dvs
# mount entry:	/opt/admin-pe	dvs
# mount entry:	/etc/dat.conf	overlayfs
# mount entry:	/opt/cray/pe	dvs
# mount entry:	/dev/mqueue	mqueue
# mount entry:	/global/dna	dvs
# mount entry:	/opt/python	dvs
# mount entry:	/opt/chapel	dvs
# mount entry:	/cray_home	dvs
# mount entry:	/global/u1	dvs
# mount entry:	/global/u2	dvs
# mount entry:	/opt/intel	autofs
# mount entry:	/opt/intel	dvs
# mount entry:	/opt/java	dvs
# mount entry:	/opt/gcc	dvs
# mount entry:	/nersc	dvs
# mount entry:	/opt/R	dvs
# mount entry:	/dev	devtmpfs
# mount entry:	/	rootfs
# mount entry:	/	overlayfs

# ***************************************************
# DXT_POSIX module data
# ***************************************************

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 0, hostname: nid00608
# DXT, write_count: 154, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX      64  write       99     79758884864     16777216     17.8859     17.9313  [ 66]
 X_POSIX      64  write      100     80564191232     16777216     17.9819     18.0100  [ 66]
 X_POSIX      64  write      101     81369497600     16777216     18.0804     18.1077  [ 66]
 X_POSIX      64  write      102     82174803968     16777216     18.3060     18.3277  [ 66]
 X_POSIX      64  write      103     82980110336     16777216     18.5722     18.5892  [ 66]
 X_POSIX      64  write      104     83785416704     16777216     18.7026     18.7225  [ 66]
 X_POSIX      64  write      105     84590723072     16777216     18.8154     18.8417  [ 66]
 X_POSIX      64  write      106     85396029440     16777216     18.9163     18.9366  [ 66]
 X_POSIX      64  write      107     86201335808     16777216     18.9549     19.0016  [ 66]
 X_POSIX      64  write      108     87006642176     16777216     19.1566     19.1805  [ 66]
 X_POSIX      64  write      109     87811948544     16777216     19.2087     19.2353  [ 66]
 X_POSIX      64  write      110     88617254912     16777216     19.3185     19.3477  [ 66]
 X_POSIX      64  write      111     89422561280     16777216     19.4589     19.4775  [ 66]
 X_POSIX      64  write      112     90227867648     16777216     19.5765     19.6297  [ 66]
 X_POSIX      64  write      113     91033174016     16777216     19.6555     19.6947  [ 66]
 X_POSIX      64  write      114     91838480384     16777216     19.7075     19.7384  [ 66]
 X_POSIX      64  write      115     92643786752     16777216     19.7807     19.8031  [ 66]
 X_POSIX      64  write      116     93449093120     16777216     19.8334     19.8671  [ 66]
 X_POSIX      64  write      117     94254399488     16777216     19.9336     19.9720  [ 66]
 X_POSIX      64  write      118     95059705856     16777216     20.0147     20.0335  [ 66]
 X_POSIX      64  write      119     95865012224     16777216     20.1067     20.1291  [ 66]
 X_POSIX      64  write      120     96670318592     16777216     20.2960     20.3555  [ 66]
 X_POSIX      64  write      121     97475624960     16777216     20.3691     20.3995  [ 66]
 X_POSIX      64  write      122     98280931328     16777216     20.4947     20.5571  [ 66]
 X_POSIX      64  write      123     99086237696     16777216     20.5686     20.5870  [ 66]
 X_POSIX      64  write      124     99891544064     16777216     20.7295     20.7775  [ 66]
 X_POSIX      64  write      125    100696850432     16777216     20.8050     20.8230  [ 66]
 X_POSIX      64  write      126    101502156800     16777216     21.0777     21.0988  [ 66]
 X_POSIX      64  write      127    102307463168     16777216     21.1547     21.1929  [ 66]
 X_POSIX      64  write      128    103112769536     16777216     21.2298     21.2554  [ 66]
 X_POSIX      64  write      129    103918075904     16777216     21.3369     21.3621  [ 66]
 X_POSIX      64  write      130    104723382272     16777216     21.5169     21.5511  [ 66]
 X_POSIX      64  write      131    105528688640     16777216     21.5855     21.6096  [ 66]
 X_POSIX      64  write      132    106333995008     16777216     21.6686     21.6998  [ 66]
 X_POSIX      64  write      133    107139301376     16777216     22.0967     22.1375  [ 66]
 X_POSIX      64  write      134    107944607744     16777216     22.1774     22.2000  [ 66]
 X_POSIX      64  write      135    108749914112     16777216     22.2978     22.3189  [ 66]
 X_POSIX      64  write      136    109555220480     16777216     22.4006     22.4260  [ 66]
 X_POSIX      64  write      137    110360526848     16777216     22.4760     22.4964  [ 66]
 X_POSIX      64  write      138    111165833216     16777216     22.6040     22.6256  [ 66]
 X_POSIX      64  write      139    111971139584     16777216     22.6930     22.7147  [ 66]
 X_POSIX      64  write      140    112776445952     16777216     22.7945     22.8121  [ 66]
 X_POSIX      64  write      141    113581752320     16777216     22.9011     22.9229  [ 66]
 X_POSIX      64  write      142    114387058688     16777216     23.0005     23.0211  [ 66]

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 65, hostname: nid00611
# DXT, write_count: 143, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX      65  write        0       100663296     16777216      7.6911      7.7405  [214]
 X_POSIX      65  write        1       905969664     16777216      7.8075      7.8361  [214]
 X_POSIX      65  write        2      1711276032     16777216      7.8452      7.8681  [214]
 X_POSIX      65  write        3      2516582400     16777216      8.1390      8.1862  [214]
 X_POSIX      65  write        4      3321888768     16777216      8.2452      8.2816  [214]
 X_POSIX      65  write        5      4127195136     16777216      8.3269      8.3531  [214]
 X_POSIX      65  write        6      4932501504     16777216      8.3817      8.4152  [214]
 X_POSIX      65  write        7      5737807872     16777216      8.5066      8.5280  [214]
 X_POSIX      65  write        8      6543114240     16777216      8.6491      8.6664  [214]
 X_POSIX      65  write        9      7348420608     16777216      8.7569      8.7796  [214]
 X_POSIX      65  write       10      8153726976     16777216      8.8358      8.8854  [214]
 X_POSIX      65  write       11      8959033344     16777216      9.9498      9.9884  [214]
 X_POSIX      65  write       12      9764339712     16777216     10.0225     10.0431  [214]
 X_POSIX      65  write       13     10569646080     16777216     10.0535     10.0954  [214]
 X_POSIX      65  write       14     11374952448     16777216     10.1219     10.1623  [214]
 X_POSIX      65  write       15     12180258816     16777216     10.2300     10.2637  [214]
 X_POSIX      65  write       16     12985565184     16777216     10.3315     10.3721  [214]
 X_POSIX      65  write       17     13790871552     16777216     10.4062     10.4321  [214]
 X_POSIX      65  write       18     14596177920     16777216     10.5479     10.5718  [214]
 X_POSIX      65  write       19     15401484288     16777216     10.5864     10.6115  [214]
 X_POSIX      65  write       20     16206790656     16777216     10.7055     10.7274  [214]
 X_POSIX      65  write       21     17012097024     16777216     10.7882     10.8081  [214]
 X_POSIX      65  write       22     17817403392     16777216     10.8441     10.8740  [214]
 X_POSIX      65  write       23     18622709760     16777216     10.9407     10.9740  [214]
 X_POSIX      65  write       24     19428016128     16777216     11.0295     11.0619  [214]
 X_POSIX      65  write       25     20233322496     16777216     11.1139     11.1550  [214]
 X_POSIX      65  write       26     21038628864     16777216     11.2129     11.2423  [214]
 X_POSIX      65  write       27     21843935232     16777216     11.3086     11.3458  [214]
 X_POSIX      65  write       28     22649241600     16777216     11.4102     11.4298  [214]
 X_POSIX      65  write       29     23454547968     16777216     11.4764     11.5181  [214]
 X_POSIX      65  write       30     24259854336     16777216     11.5781     11.6261  [214]
 X_POSIX      65  write       31     25065160704     16777216     11.7361     11.7678  [214]
 X_POSIX      65  write       32     25870467072     16777216     11.7720     11.8015  [214]
 X_POSIX      65  write       33     26675773440     16777216     11.8566     11.8780  [214]
 X_POSIX      65  write       34     27481079808     16777216     11.9583     11.9781  [214]
 X_POSIX      65  write       35     28286386176     16777216     12.1074     12.1445  [214]
 X_POSIX      65  write       36     29091692544     16777216     12.2221     12.2581  [214]
 X_POSIX      65  write       37     29896998912     16777216     12.2645     12.2854  [214]
 X_POSIX      65  write       38     30702305280     16777216     12.3204     12.3428  [214]
 X_POSIX      65  write       39     31507611648     16777216     12.4185     12.4379  [214]
 X_POSIX      65  write       40     32312918016     16777216     12.4895     12.5233  [214]
 X_POSIX      65  write       41     33118224384     16777216     12.5883     12.6141  [214]
 X_POSIX      65  write       42     33923530752     16777216     12.7696     12.7913  [214]
 X_POSIX      65  write       43     34728837120     16777216     12.8398     12.8742  [214]
 X_POSIX      65  write       44     35534143488     16777216     13.0622     13.0779  [214]
 X_POSIX      65  write       45     36339449856     16777216     13.1727     13.2020  [214]
 X_POSIX      65  write       46     37144756224     16777216     13.2376     13.2586  [214]
 X_POSIX      65  write       47     37950062592     16777216     13.3208     13.3452  [214]
 X_POSIX      65  write       48     38755368960     16777216     13.4267     13.4501  [214]
 X_POSIX      65  write       49     39560675328     16777216     13.5131     13.5413  [214]
 X_POSIX      65  write       50     40365981696     16777216     13.5634     13.5827  [214]
 X_POSIX      65  write       51     41171288064     16777216     13.6961     13.7324  [214]
 X_POSIX      65  write       52     41976594432     16777216     13.7412     13.7605  [214]
 X_POSIX      65  write       53     42781900800     16777216     13.7938     13.8276  [214]
 X_POSIX      65  write       54     43587207168     16777216     13.8644     13.8845  [214]
 X_POSIX      65  write       55     44392513536     16777216     13.9900     14.0088  [214]
 X_POSIX      65  write       56     45197819904     16777216     14.0535     14.0776  [214]
 X_POSIX      65  write       57     46003126272     16777216     14.1549     14.1764  [214]
 X_POSIX      65  write       58     46808432640     16777216     14.1878     14.2075  [214]
 X_POSIX      65  write       59     47613739008     16777216     14.2597     14.3067  [214]
 X_POSIX      65  write       60     48419045376     16777216     14.3542     14.3733  [214]
 X_POSIX      65  write       61     49224351744     16777216     14.4923     14.5223  [214]
 X_POSIX      65  write       62     50029658112     16777216     14.5266     14.5580  [214]
 X_POSIX      65  write       63     50834964480     16777216     14.6237     14.6527  [214]
 X_POSIX      65  write       64     51640270848     16777216     14.8389     14.8596  [214]
 X_POSIX      65  write       65     52445577216     16777216     14.8701     14.8995  [214]
 X_POSIX      65  write       66     53250883584     16777216     14.9487     14.9840  [214]
 X_POSIX      65  write       67     54056189952     16777216     15.0341     15.0520  [214]
 X_POSIX      65  write       68     54861496320     16777216     15.0917     15.1123  [214]
 X_POSIX      65  write       69     55666802688     16777216     15.2121     15.2338  [214]
 X_POSIX      65  write       70     56472109056     16777216     15.2729     15.2966  [214]
 X_POSIX      65  write       71     57277415424     16777216     15.3905     15.4117  [214]
 X_POSIX      65  write       72     58082721792     16777216     15.5766     15.5926  [214]
 X_POSIX      65  write       73     58888028160     16777216     15.6615     15.6882  [214]
 X_POSIX      65  write       74     59693334528     16777216     15.7607     15.7796  [214]
 X_POSIX      65  write       75     60498640896     16777216     15.7939     15.8219  [214]
 X_POSIX      65  write       76     61303947264     16777216     15.9008     15.9383  [214]
 X_POSIX      65  write       77     62109253632     16777216     15.9859     16.0099  [214]
 X_POSIX      65  write       78     62914560000     16777216     16.0410     16.0644  [214]
 X_POSIX      65  write       79     63719866368     16777216     16.1571     16.1825  [214]
 X_POSIX      65  write       80     64525172736     16777216     16.2361     16.2695  [214]
 X_POSIX      65  write       81     65330479104     16777216     16.4157     16.4351  [214]
 X_POSIX      65  write       82     66135785472     16777216     16.4432     16.4809  [214]
 X_POSIX      65  write       83     66941091840     16777216     16.5064     16.5329  [214]
 X_POSIX      65  write       84     67746398208     16777216     16.6539     16.6763  [214]
 X_POSIX      65  write       85     68551704576     16777216     16.7114     16.7379  [214]
 X_POSIX      65  write       86     69357010944     16777216     16.7859     16.8251  [214]
 X_POSIX      65  write       87     70162317312     16777216     16.8622     16.9011  [214]
 X_POSIX      65  write       88     70967623680     16777216     16.9718     17.0089  [214]
 X_POSIX      65  write       89     71772930048     16777216     17.0459     17.0905  [214]
 X_POSIX      65  write       90     72578236416     16777216     17.1233     17.1474  [214]
 X_POSIX      65  write       91     73383542784     16777216     17.2261     17.2603  [214]
 X_POSIX      65  write       92     74188849152     16777216     17.3094     17.3402  [214]
 X_POSIX      65  write       93     74994155520     16777216     17.3802     17.4064  [214]
 X_POSIX      65  write       94     75799461888     16777216     17.4651     17.4892  [214]
 X_POSIX      65  write       95     76604768256     16777216     17.5447     17.5757  [214]
 X_POSIX      65  write       96     77410074624     16777216     17.6416     17.6868  [214]
 X_POSIX      65  write       97     78215380992     16777216     17.7560     17.7859  [214]
 X_POSIX      65  write       98     79020687360     16777216     17.8430     17.8651  [214]
 X_POSIX      65  write       99     79825993728     16777216     17.9058     17.9481  [214]
 X_POSIX      65  write      100     80631300096     16777216     18.0105     18.0348  [214]
 X_POSIX      65  write      101     81436606464     16777216     18.1003     18.1760  [214]
 X_POSIX      65  write      102     82241912832     16777216     18.2858     18.3486  [214]
 X_POSIX      65  write      103     83047219200     16777216     18.3536     18.4117  [214]
 X_POSIX      65  write      104     83852525568     16777216     18.5664     18.5837  [214]
 X_POSIX      65  write      105     84657831936     16777216     18.8156     18.8412  [214]
 X_POSIX      65  write      106     85463138304     16777216     18.8784     18.9014  [214]
 X_POSIX      65  write      107     86268444672     16777216     18.9612     19.0023  [214]
 X_POSIX      65  write      108     87073751040     16777216     19.1567     19.1793  [214]
 X_POSIX      65  write      109     87879057408     16777216     19.1845     19.2026  [214]
 X_POSIX      65  write      110     88684363776     16777216     19.2466     19.2698  [214]
 X_POSIX      65  write      111     89489670144     16777216     19.3220     19.3473  [214]
 X_POSIX      65  write      112     90294976512     16777216     19.5741     19.6225  [214]
 X_POSIX      65  write      113     91100282880     16777216     19.6483     19.6865  [214]
 X_POSIX      65  write      114     91905589248     16777216     19.6921     19.7310  [214]
 X_POSIX      65  write      115     92710895616     16777216     19.7807     19.8028  [214]
 X_POSIX      65  write      116     93516201984     16777216     19.8821     19.9075  [214]
 X_POSIX      65  write      117     94321508352     16777216     19.9343     19.9726  [214]
 X_POSIX      65  write      118     95126814720     16777216     20.0280     20.0462  [214]
 X_POSIX      65  write      119     95932121088     16777216     20.1502     20.1820  [214]
 X_POSIX      65  write      120     96737427456     16777216     20.2969     20.3544  [214]
 X_POSIX      65  write      121     97542733824     16777216     20.3776     20.4063  [214]
 X_POSIX      65  write      122     98348040192     16777216     20.5027     20.5617  [214]
 X_POSIX      65  write      123     99153346560     16777216     20.6151     20.6476  [214]
 X_POSIX      65  write      124     99958652928     16777216     20.7312     20.7824  [214]
 X_POSIX      65  write      125    100763959296     16777216     21.0301     21.0722  [214]
 X_POSIX      65  write      126    101569265664     16777216     21.1236     21.1487  [214]
 X_POSIX      65  write      127    102374572032     16777216     21.1813     21.2220  [214]
 X_POSIX      65  write      128    103179878400     16777216     21.2653     21.2887  [214]
 X_POSIX      65  write      129    103985184768     16777216     21.3463     21.3673  [214]
 X_POSIX      65  write      130    104790491136     16777216     21.5083     21.5350  [214]
 X_POSIX      65  write      131    105595797504     16777216     21.6404     21.6853  [214]
 X_POSIX      65  write      132    106401103872     16777216     22.0543     22.0770  [214]
 X_POSIX      65  write      133    107206410240     16777216     22.1092     22.1611  [214]
 X_POSIX      65  write      134    108011716608     16777216     22.2449     22.2707  [214]
 X_POSIX      65  write      135    108817022976     16777216     22.2918     22.3141  [214]
 X_POSIX      65  write      136    109622329344     16777216     22.3966     22.4172  [214]
 X_POSIX      65  write      137    110427635712     16777216     22.5258     22.5705  [214]
 X_POSIX      65  write      138    111232942080     16777216     22.5924     22.6095  [214]
 X_POSIX      65  write      139    112038248448     16777216     22.6947     22.7144  [214]
 X_POSIX      65  write      140    112843554816     16777216     22.8189     22.8358  [214]
 X_POSIX      65  write      141    113648861184     16777216     22.9010     22.9218  [214]
 X_POSIX      65  write      142    114454167552     16777216     23.0004     23.0205  [214]

# DXT, file_id: 3488565796830679193, file_name: /global/cscratch1/sd/asim/ssurf/s16/sim_phi00.hdf5
# DXT, rank: 66, hostname: nid00611
# DXT, write_count: 143, read_count: 0
# DXT, mnt_pt: /global/cscratch1, fs_type: lustre
# DXT, Lustre stripe_size: 16777216, Lustre stripe_count: 48
# DXT, Lustre OST obdidx: 204 230 66 132 52 146 214 86 200 176 24 16 6 224 76 90 198 190 112 114 58 78 102 74 32 68 36 48 208 30 194 238 182 126 96 28 142 188 34 44 22 164 54 140 92 110 20 156
# Module    Rank  Wt/Rd  Segment          Offset       Length    Start(s)      End(s)  [OST]
 X_POSIX      66  write        0       167772160     16777216      7.6947      7.7492  [ 24]
 X_POSIX      66  write        1       973078528     16777216      7.8042      7.8344  [ 24]
 X_POSIX      66  write        2      1778384896     16777216      7.8421      7.8646  [ 24]
 X_POSIX      66  write        3      2583691264     16777216      8.1447      8.1999  [ 24]
 X_POSIX      66  write        4      3388997632     16777216      8.2413      8.2771  [ 24]
 X_POSIX      66  write        5      4194304000     16777216      8.3471      8.3763  [ 24]
 X_POSIX      66  write        6      4999610368     16777216      8.3872      8.4185  [ 24]
 X_POSIX      66  write        7      5804916736     16777216      8.4752      8.5042  [ 24]
 X_POSIX      66  write        8      6610223104     16777216      8.6028      8.6239  [ 24]
 X_POSIX      66  write        9      7415529472     16777216      8.7586      8.7820  [ 24]
 X_POSIX      66  write       10      8220835840     16777216      8.8361      8.8878  [ 24]
 X_POSIX      66  write       11      9026142208     16777216      9.9327      9.9792  [ 24]
 X_POSIX      66  write       12      9831448576     16777216     10.0037     10.0282  [ 24]
 X_POSIX      66  write       13     10636754944     16777216     10.0514     10.0938  [ 24]
 X_POSIX      66  write       14     11442061312     16777216     10.1207     10.1560  [ 24]
 X_POSIX      66  write       15     12247367680     16777216     10.2316     10.2658  [ 24]
 X_POSIX      66  write       16     13052674048     16777216     10.3306     10.3692  [ 24]
 X_POSIX      66  write       17     13857980416     16777216     10.4150     10.4470  [ 24]
 X_POSIX      66  write       18     14663286784     16777216     10.5444     10.5677  [ 24]
 X_POSIX      66  write       19     15468593152     16777216     10.6271     10.6449  [ 24]
 X_POSIX      66  write       20     16273899520     16777216     10.6776     10.6979  [ 24]
 X_POSIX      66  write       21     17079205888     16777216     10.7631     10.7858  [ 24]
 X_POSIX      66  write       22     17884512256     16777216     10.8453     10.8743  [ 24]
 X_POSIX      66  write       23     18689818624     16777216     10.9391     10.9724  [ 24]
 X_POSIX      66  write       24     19495124992     16777216     11.0105     11.0416  [ 24]
 X_POSIX      66  write       25     20300431360     16777216     11.1125     11.1547  [ 24]
 X_POSIX      66  write       26     21105737728     16777216     11.2069     11.2406  [ 24]
 X_POSIX      66  write       27     21911044096     16777216     11.3097     11.3469  [ 24]
 X_POSIX      66  write       28     22716350464     16777216     11.4246     11.4448  [ 24]
 X_POSIX      66  write       29     23521656832     16777216     11.5516     11.5811  [ 24]
 X_POSIX      66  write       30     24326963200     16777216     11.5852     11.6270  [ 24]
 X_POSIX      66  write       31     25132269568     16777216     11.7524     11.7903  [ 24]
 X_POSIX      66  write       32     25937575936     16777216     11.8088     11.8301  [ 24]
 X_POSIX      66  write       33     26742882304     16777216     11.9184     11.9438  [ 24]
 X_POSIX      66  write       34     27548188672     16777216     11.9989     12.0224  [ 24]
 X_POSIX      66  write       35     28353495040     16777216     12.1015     12.1412  [ 24]
 X_POSIX      66  write       36     29158801408     16777216     12.1900     12.2183  [ 24]
 X_POSIX      66  write       37     29964107776     16777216     12.2248     12.2614  [ 24]
 X_POSIX      66  write       38     30769414144     16777216     12.3206     12.3432  [ 24]
 X_POSIX      66  write       39     31574720512     16777216     12.3846     12.4058  [ 24]
 X_POSIX      66  write       40     32380026880     16777216     12.4713     12.5181  [ 24]
 X_POSIX      66  write       41     33185333248     16777216     12.5881     12.6156  [ 24]
 X_POSIX      66  write       42     33990639616     16777216     12.7133     12.7427  [ 24]
 X_POSIX      66  write       43     34795945984     16777216     12.9846     13.0191  [ 24]
 X_POSIX      66  write       44     35601252352     16777216     13.0226     13.0494  [ 24]
 X_POSIX      66  write       45     36406558720     16777216     13.0787     13.0958  [ 24]
 X_POSIX      66  write       46     37211865088     16777216     13.1577     13.1950  [ 24]
 X_POSIX      66  write       47     38017171456     16777216     13.3145     13.3398  [ 24]
 X_POSIX      66  write       48     38822477824     16777216     13.4299     13.4556  [ 24]
 X_POSIX      66  write       49     39627784192     16777216     13.5235     13.5512  [ 24]
 X_POSIX      66  write       50     40433090560     16777216     13.5957     13.6271  [ 24]
 X_POSIX      66  write       51     41238396928     16777216     13.7043     13.7446  [ 24]
 X_POSIX      66  write       52     42043703296     16777216     13.7803     13.8181  [ 24]
 X_POSIX      66  write       53     42849009664     16777216     13.8370     13.8562  [ 24]
 X_POSIX      66  write       54     43654316032     16777216     13.8916     13.9187  [ 24]
 X_POSIX      66  write       55     44459622400     16777216     14.0491     14.0745  [ 24]
 X_POSIX      66  write       56     45264928768     16777216     14.0952     14.1273  [ 24]
 X_POSIX      66  write       57     46070235136     16777216     14.1689     14.1910  [ 24]
 X_POSIX      66  write       58     46875541504     16777216     14.2429     14.2912  [ 24]
 X_POSIX      66  write       59     47680847872     16777216     14.3224     14.3453  [ 24]
 X_POSIX      66  write       60     48486154240     16777216     14.3570     14.3755  [ 24]
 X_POSIX      66  write       61     49291460608     16777216     14.4874     14.5163  [ 24]
 X_POSIX      66  write       62     50096766976     16777216     14.5268     14.5586  [ 24]
 X_POSIX      66  write       63     50902073344     16777216     14.6293     14.6609  [ 24]
 X_POSIX      66  write       64     51707379712     16777216     14.7782     14.7970  [ 24]
 X_POSIX      66  write       65     52512686080     16777216     14.8904     14.9115  [ 24]
 X_POSIX      66  write       66     53317992448     16777216     14.9614     14.9997  [ 24]
 X_POSIX      66  write       67     54123298816     16777216     15.0355     15.0547  [ 24]
 X_POSIX      66  write       68     54928605184     16777216     15.1141     15.1392  [ 24]
 X_POSIX      66  write       69     55733911552     16777216     15.2235     15.2566  [ 24]
 X_POSIX      66  write       70     56539217920     16777216     15.3481     15.3701  [ 24]
 X_POSIX      66  write       71     57344524288     16777216     15.3751     15.3940  [ 24]
 X_POSIX      66  write       72     58149830656     16777216     15.5102     15.5324  [ 24]
 X_POSIX      66  write       73     58955137024     16777216     15.7040     15.7272  [ 24]
 X_POSIX      66  write       74     59760443392     16777216     15.7362     15.7573  [ 24]
 X_POSIX      66  write       75     60565749760     16777216     15.8640     15.8872  [ 24]
 X_POSIX      66  write       76     61371056128     16777216     15.8995     15.9362  [ 24]
 X_POSIX      66  write       77     62176362496     16777216     16.0233     16.0478  [ 24]
 X_POSIX      66  write       78     62981668864     16777216     16.0879     16.1131  [ 24]
 X_POSIX      66  write       79     63786975232     16777216     16.1659     16.1933  [ 24]
 X_POSIX      66  write       80     64592281600     16777216     16.2527     16.3017  [ 24]
 X_POSIX      66  write       81     65397587968     16777216     16.3396     16.3655  [ 24]
 X_POSIX      66  write       82     66202894336     16777216     16.4350     16.4712  [ 24]
 X_POSIX      66  write       83     67008200704     16777216     16.5007     16.5259  [ 24]
 X_POSIX      66  write       84     67813507072     16777216     16.5808     16.6046  [ 24]
 X_POSIX      66  write       85     68618813440     16777216     16.7113     16.7398  [ 24]
 X_POSIX      66  write       86     69424119808     16777216     16.7744     16.8114  [ 24]
 X_POSIX      66  write       87     70229426176     16777216     16.8640     16.9041  [ 24]
 X_POSIX      66  write       88     71034732544     16777216     16.9819     17.0218  [ 24]
 X_POSIX      66  write       89     71840038912     16777216     17.0465     17.0907  [ 24]
 X_POSIX      66  write       90     72645345280     16777216     17.1092     17.1297  [ 24]
 X_POSIX      66  write       91     73450651648     16777216     17.2195     17.2546  [ 24]
 X_POSIX      66  write       92     74255958016     16777216     17.2877     17.3189  [ 24]
 X_POSIX      66  write       93     75061264384     16777216     17.3744     17.4054  [ 24]
 X_POSIX      66  write       94     75866570752     16777216     17.4365     17.4594  [ 24]
 X_POSIX      66  write       95     76671877120     16777216     17.5339     17.5632  [ 24]
 X_POSIX      66  write       96     77477183488     16777216     17.6370     17.6805  [ 24]
 X_POSIX      66  write       97     78282489856     16777216     17.7186     17.7424  [ 24]
 X_POSIX      66  write       98     79087796224     16777216     17.7553     17.7843  [ 24]
 X_POSIX      66  write       99     79893102592     16777216     17.8955     17.9450  [ 24]
 X_POSIX      66  write      100     80698408960     16777216     17.9758     18.0054  [ 24]
 X_POSIX      66  write      101     81503715328     16777216     18.0269     18.0491  [ 24]
 X_POSIX      66  write      102     82309021696     16777216     18.0970     18.1228  [ 24]
 X_POSIX      66  write      103     83114328064     16777216     18.1801     18.2005  [ 24]
 X_POSIX      66  write      104     83919634432     16777216     18.2099     18.2258  [ 24]
 X_POSIX      66  write      105     84724940800     16777216     18.3724     18.3955  [ 24]
 X_POSIX      66  write      106     85530247168     16777216     18.7349     18.7553  [ 24]
 X_POSIX      66  write      107     86335553536     16777216     18.9208     18.9401  [ 24]
 X_POSIX      66  write      108     87140859904     16777216     19.0035     19.0285  [ 24]
 X_POSIX      66  write      109     87946166272     16777216     19.0494     19.0691  [ 24]
 X_POSIX      66  write      110     88751472640     16777216     19.1370     19.1641  [ 24]
 X_POSIX      66  write      111     89556779008     16777216     19.3510     19.3823  [ 24]
 X_POSIX      66  write      112     90362085376     16777216     19.4611     19.4794  [ 24]
 X_POSIX      66  write      113     91167391744     16777216     19.6307     19.6566  [ 24]
 X_POSIX      66  write      114     91972698112     16777216     19.6703     19.7134  [ 24]
 X_POSIX      66  write      115     92778004480     16777216     19.7594     19.7794  [ 24]
 X_POSIX      66  write      116     93583310848     16777216     19.8870     19.9180  [ 24]
 X_POSIX      66  write      117     94388617216     16777216     19.9462     20.0011  [ 24]
 X_POSIX      66  write      118     95193923584     16777216     20.0598     20.1001  [ 24]
